YER030W	YLR192C
YMR106C	YNL312W
YDR480W	YHR039C
YOL111C	YOR164C
YLR048W	YPR035W
YDR394W	YHR027C
YGL075C	YMR117C
YMR048W	YPR037C
YKL053C-A	YLR168C
YBL106C	YGR172C
YER047C	YMR032W
YER151C	YGL173C
YER177W	YPR030W
YKR081C	YLL045C
YCL034W	YHR114W
YJL148W	YNL113W
YKR026C	YMR269W
YAL026C	YDR170C
YER063W	YIL070C
YAL035W	YNR051C
YDR322W	YLR312W-A
YDL160C	YLR438C-A
YGR055W	YPL058C
YLR194C	YNL050C
YFL017C	YOR362C
YFR001W	YPR161C
YDR103W	YDR148C
YFL024C	YOR244W
YBL005W-B	YER151C
YCR024C-A	YDL212W
YLR347C	YOR310C
YDR318W	YGR006W
YBR065C	YPR080W
YJL098W	YNL025C
YOL139C	YOR276W
YDL036C	YJL020C
YBR283C	YMR292W
YLR326W	YML072C
YBR106W	YDR307W
YBL028C	YKR081C
YBR058C	YGL106W
YNL091W	YNL164C
YER079W	YHR135C
YBL058W	YDR295C
YDR235W	YKL012W
YIL035C	YOR119C
YDL007W	YER151C
YKL088W	YKL160W
YDL208W	YDR174W
YAL027W	YLL018C
YCL030C	YDR127W
YHR121W	YNL207W
YLR175W	YPR161C
YER020W	YGR121C
YFR052W	YOR259C
YIL136W	YMR203W
YLR109W	YPL147W
YDL116W	YNL118C
YCR030C	YGR241C
YDR501W	YNL283C
YGL090W	YKL069W
YLR033W	YLR321C
YBL084C	YOR249C
YHR081W	YNL112W
YDL134C	YMR273C
YBL041W	YGR253C
YDL081C	YJR010C-A
YGL073W	YLR419W
YLR345W	YOR219C
YIL002C	YML074C
YBL103C	YPL204W
YNL197C	YPR129W
YJL153C	YNL138W
YBR085W	YGL167C
YER151C	YLR048W
YBL097W	YGR135W
YEL054C	YKR081C
YBL079W	YGR037C
YAL053W	YLR330W
YGL207W	YNL136W
YCR071C	YMR024W
YKL113C	YMR308C
YCR047C	YDL197C
YDR409W	YLR303W
YDL132W	YDR274C
YKL013C	YMR109W
YGL128C	YLR424W
YDR247W	YOL010W
YIL013C	YNR070W
YBL050W	YIL084C
YML065W	YNL261W
YDL159W	YLR113W
YJL095W	YKL203C
YLR113W	YOR198C
YGR229C	YLR330W
YOL044W	YOL147C
YIL107C	YLR135W
YMR109W	YPL277C
YDL138W	YPR079W
YCL069W	YCR075C
YIL021W	YPR187W
YDR482C	YMR240C
YDR264C	YOR104W
YKR008W	YML127W
YDL160C	YNL016W
YJL148W	YOL041C
YDR135C	YLR044C
YDL074C	YDR295C
YDR388W	YGR268C
YER065C	YJL168C
YJL081C	YPL129W
YDL078C	YOR207C
YLL039C	YNR051C
YDR345C	YLL006W
YGR133W	YOL147C
YDL212W	YEL017C-A
YBR207W	YJL154C
YAL013W	YPL181W
YDR422C	YGL115W
YER093C	YGR040W
YFL008W	YJR065C
YLR439W	YPL173W
YOR181W	YPR159W
YDR038C	YNL217W
YEL017C-A	YML048W
YBR233W	YER165W
YHL006C	YIL132C
YBL007C	YCR100C
YLR421C	YOR261C
YAL059W	YMR124W
YGL019W	YGR068C
YCL008C	YHL002W
YER118C	YNL106C
YDR178W	YMR032W
YBL035C	YDR054C
YDR427W	YHR200W
YDR221W	YHR193C
YJR002W	YPR178W
YLR298C	YOR159C
YMR287C	YNL236W
YBL057C	YMR276W
YAL042W	YDL097C
YAL036C	YNR051C
YAR027W	YIL004C
YBR105C	YMR135C
YDR328C	YLR224W
YBL002W	YER151C
YKL028W	YLR167W
YDL229W	YLL048C
YHR114W	YPL246C
YJR065C	YKL013C
YCR002C	YJR076C
YLR071C	YNL025C
YGR104C	YJL005W
YIL043C	YLR075W
YIL103W	YLR429W
YDR032C	YER145C
YDL042C	YKL023W
YER151C	YLR208W
YDR449C	YGR198W
YBR159W	YBR283C
YGR086C	YKL142W
YBL032W	YLR363W-A
YBL003C	YFL024C
YNL110C	YPR169W
YGL006W	YOR316C
YGR126W	YPL227C
YER006W	YER133W
YER167W	YGR040W
YHL006C	YLR046C
YIL027C	YOL005C
YDR195W	YKL059C
YOR074C	YPL093W
YGL137W	YML012W
YGL223C	YML071C
YAR027W	YCL073C
YBR283C	YHR140W
YDR407C	YKR068C
YHR027C	YMR091C
YGL105W	YOR017W
YJL207C	YPR029C
YBR081C	YDR216W
YBR198C	YMR227C
YER151C	YMR080C
YIL048W	YJL124C
YJL189W	YPR080W
YDL212W	YDR508C
YDR394W	YOR259C
YBR183W	YML048W
YDL197C	YGL162W
YBL085W	YMR139W
YGR002C	YPL235W
YDR480W	YER114C
YER031C	YPL244C
YDR160W	YLR310C
YHR174W	YKL188C
YJL053W	YOR132W
YDR484W	YJL029C
YDR145W	YPL047W
YJR063W	YKL179C
YLL049W	YNR069C
YDL134C	YIL021W
YKL172W	YOR206W
YGL056C	YPR156C
YBR085W	YCR061W
YBR234C	YGR037C
YMR179W	YPL138C
YER099C	YOL069W
YIL108W	YLR131C
YBL103C	YHR099W
Q0045	YLR203C
YJL151C	YPL145C
YIL105C	YMR068W
YBL050W	YOL135C
YER151C	YOL127W
YHR052W	YOR061W
YHR091C	YOL088C
YDR501W	YGR169C-A
YGL127C	YMR287C
YDL117W	YOR181W
YIL121W	YKL051W
YIL107C	YJL165C
YMR146C	YNR051C
YCL032W	YPL120W
YJL131C	YOL025W
YER125W	YHR131C
YDR108W	YDR363W-A
YGR086C	YNL251C
